agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	hole_depth_va
USGS	440044107561201	47-092-30dbc01	44.01217930	-107.93731590	S	NAD83	 4100	10	NGVD29	87	
USGS	440045106414200	47-082-27db 01	43.01246558	-106.69560030	S	NAD83					
USGS	440051107561201	47-092-30dbb01	44.01412376	-107.93731590	S	NAD83	 4100	10	NGVD29	225	
USGS	440054107581401	47-093-T45   01	44.01511110	-107.97055560	1	NAD83	 4045	  5	NGVD29	15.0	16.5
USGS	440055107573101	47-92.5-25caa01	44.01523470	-107.95926110	U	NAD83	 4058	  1	NGVD29	20	
USGS	440057106290401	47-080-28bd 01	44.01581070	-106.48503800	S	NAD83	 4620.00	1	NGVD29	215	
USGS	440100104000001	3N-1W-12dcc01	43.24356870	-108.82345450	M	NAD83	 5508.80	1	NGVD29	95.0	
USGS	440100104355001	47-064-31bb 01	44.01664710	-104.59773640	S	NAD83				3850	3850
USGS	440100104473001	47-066-09caa01	44.01664620	-104.79218990	M	NAD83	 4600.00	1	NGVD29	190	
USGS	440100107253601	47-088-27bbd01	44.01662630	-107.42729730	S	NAD83	 4461.00	  1	NGVD29	24.2	
USGS	440101104000101	3N-1W-12ccc01	43.24384645	-108.83012140	M	NAD83	 5522.80	1	NGVD29	70.0	
USGS	440102104000201	3N-1W-12cdd01	43.24356870	-108.82512120	M	NAD83	 5506.80	1	NGVD29	190	
USGS	440102104060101	47-060-30ddd01	44.01720236	-104.10076870	S	NAD83	 5540.00	2	NGVD29	14.0	
USGS	440102107193901	47-087-28bbc01	44.01718259	-107.32812700	U	NAD83	 4980	20	NGVD29		
USGS	440107107405301	47-090-29bca01	44.01856979	-107.68202930	S	NAD83	 4700.00	  1	NGVD29		
USGS	440108107034201	47-085-27ba 01	44.01885370	-107.06228370	F	NAD83					
USGS	440110104494801	47-066-31abb01	44.01942385	-104.83052480	M	NAD83	 4800.00	  1	NGVD29	168	
USGS	440110108364301	47-098-28aaa01	44.01939880	-108.61261700	S	NAD83	 5341	 10	NGVD29	200	200
USGS	440111106294001	47-080-20da 01	44.01969950	-106.49503860	S	NAD83	 4600.00	1	NGVD29	328	
