agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	hole_depth_va
USGS	423210088354201	WW-01/16E/22-0768	42.53612789	-88.59510110	F	NAD83	 1000.00	5	NGVD29		
USGS	423210090133001	LF-01/02E/26-0042	42.53611430	-90.22512650	F	NAD83	 1190.00	  5	NGVD29	492	492
USGS	423211088335101	WW-01/16E/23-0543	42.53640587	-88.56426710	S	NAD83	 1015.00	5	NGVD29		200
USGS	423211088354101	WW-01/16E/22-0769	42.53640566	-88.59482330	F	NAD83	 1000.00	5	NGVD29	115	
USGS	423211090200501	LF-01/01E/26-0210	42.53639137	-90.33484950	S	NAD83	 785.00	  5	NGVD29	125	125
USGS	423212087571401	KE-01/21E/24-0110	42.53668630	-87.95396800	F	NAD83	 683.00	5	NGVD29	156	156
USGS	423212088143701	KE-01/19E/22-0302	42.53668497	-88.24370140	F	NAD83	 810.00	5	NGVD29	76.0	76.0
USGS	423212088533101	RO-01/14E/19-0486	42.53668177	-88.89205179	F	NAD83	 940.00	5	NGVD29	481	481
USGS	423214087503801	KE-01/22E/13-0046	42.53715556	-87.84321670	H	NAD83	 641.9	0.1	NAVD88	135	135
USGS	423214087533401	KE-01/22E/22-0055	42.53724227	-87.89285440	F	NAD83	 704.00	5	NGVD29	168	168
USGS	423214090170901	LF-01/02E/20-0148	42.53722490	-90.28596030	F	NAD83	 968.30	1	NGVD29	200	205
USGS	423215087503401	KE-01/22E/13-0010	42.53752036	-87.84285240	F	NAD83	 640.00	5	NGVD29	913	913
USGS	423216088341101	WW-01/16E/23-0545	42.53779469	-88.56982280	S	NAD83	 1020.00	5	NGVD29		55.0
USGS	423217090142401	LF-01/02E/22-0225	42.53805850	-90.24012670	S	NAD83	 1173.07	 .1	NGVD29	485	485
USGS	423218087514701	KE-01/22E/14-0287	42.53835356	-87.86313100	F	NAD83	 684.00	5	NGVD29	1030	1030
USGS	423218088083401	KE-01/20E/21-0158	42.53835207	-88.14286430	F	NAD83	 780.00	5	NGVD29	195	195
USGS	423219087503501	KE-01/22E/13-0029	42.53863146	-87.84313020	F	NAD83	 640.00	5	NGVD29	306	306
USGS	423220088003701	KE-01/21E/15-0240	42.53890820	-88.01035920	F	NAD83	 712.00	5	NGVD29	130	130
USGS	423220088285501	WW-01/17E/00-0070	42.53890630	-88.48204290	M	NAD83	 1033.00	10	NGVD29	343	343
USGS	423220088341101	WW-01/16E/14-0544	42.53890579	-88.56982280	S	NAD83	 1015.00	5	NGVD29		65.0
USGS	423221088010701	KE-01/21E/16-0103	42.53918596	-88.01869290	F	NAD83	 799.00	5	NGVD29	226	226
USGS	423224087521701	KE-01/22E/14-0049	42.54002017	-87.87146470	F	NAD83	 696.00	5	NGVD29	172	172
USGS	423225088220001	WW-01/18E/16-0268	42.54029560	-88.36676120	S	NAD83	 880.00	  5	NGVD29	160	160
USGS	423226088341001	WW-01/16E/14-0546	42.54057240	-88.56954500	S	NAD83	 1005.00	5	NGVD29		32.5
USGS	423227088082501	KE-01/20E/16-0323	42.54085207	-88.14036420	S	NAD83	 775.00	5	NGVD29		
USGS	423227088565601	RO-01/13E/15-0636	42.54084809	-88.94899740	S	NAD83	 886.80	.1	NGVD29		18.0
